"business_id","day_id","opening_time","closing_time"
"8902","4","11AM","10PM"
"8902","5","11AM","10PM"
"8902","6","11AM","11PM"
"8902","7","11AM","11PM"
"8903","2","10AM","6PM"
"8903","3","10AM","6PM"
"8903","4","10AM","6PM"
"8903","5","10AM","6PM"
"8903","6","10AM","6PM"
"8903","7","10AM","6PM"
"8906","2","10AM","7PM"
"8906","3","10AM","7PM"
"8906","4","10AM","7PM"
"8906","5","10AM","7PM"
"8906","6","10AM","7PM"
"8906","7","10AM","6PM"
"8908","1","8AM","8PM"
"8908","2","6AM","9PM"
"8908","3","6AM","9PM"
"8908","4","6AM","9PM"
"8908","5","6AM","9PM"
"8908","6","6AM","9PM"
"8908","7","6AM","9PM"
"8910","1","11AM","9PM"
"8910","2","11AM","9PM"
"8910","3","11AM","9PM"
"8910","4","11AM","9PM"
"8910","5","11AM","9PM"
"8910","6","11AM","10PM"
"8910","7","11AM","10PM"
"8912","2","8AM","4PM"
"8912","3","8AM","4PM"
"8912","4","8AM","4PM"
"8912","5","8AM","4PM"
"8912","6","8AM","4PM"
"8913","1","7AM","7PM"
"8913","2","7AM","7PM"
"8913","3","7AM","7PM"
"8913","4","7AM","7PM"
"8913","5","7AM","7PM"
"8913","6","7AM","7PM"
"8913","7","7AM","7PM"
"8915","1","9AM","11PM"
"8915","2","11AM","11PM"
"8915","3","4PM","11PM"
"8915","4","4PM","11PM"
"8915","5","11AM","12AM"
"8915","6","9AM","1AM"
"8915","7","9AM","1AM"
"8916","1","12AM","12PM"
"8916","2","12AM","12PM"
"8916","3","12AM","12PM"
"8916","4","12AM","12PM"
"8916","5","12AM","12PM"
"8916","6","12AM","12PM"
"8916","7","12AM","12PM"
"8918","2","10AM","9PM"
"8918","3","10AM","9PM"
"8918","4","10AM","9PM"
"8918","5","10AM","9PM"
"8918","6","10AM","10PM"
"8918","7","10AM","10PM"
"8920","1","10AM","2AM"
"8920","2","12PM","2AM"
"8920","3","12PM","2AM"
"8920","4","12PM","2AM"
"8920","5","12PM","2AM"
"8920","6","12PM","2AM"
"8920","7","10AM","2AM"
"8923","1","12PM","11PM"
"8923","2","8AM","5PM"
"8923","3","5PM","11PM"
"8923","4","8AM","5PM"
"8923","5","8AM","5PM"
"8923","6","8AM","5PM"
"8923","7","12PM","11PM"
"8924","2","9AM","7PM"
"8924","3","9AM","7PM"
"8924","4","9AM","7PM"
"8924","5","9AM","7PM"
"8924","6","9AM","7PM"
"8924","7","10AM","6PM"
"8927","1","9AM","9PM"
"8927","2","11AM","9PM"
"8927","3","11AM","9PM"
"8927","4","11AM","9PM"
"8927","5","11AM","9PM"
"8927","6","11AM","10PM"
"8927","7","9AM","10PM"
"8933","1","4PM","2AM"
"8933","2","4PM","2AM"
"8933","3","4PM","2AM"
"8933","4","4PM","2AM"
"8933","5","4PM","2AM"
"8933","6","4PM","2AM"
"8933","7","4PM","2AM"
"8934","1","6AM","6PM"
"8934","2","9AM","5PM"
"8934","3","9AM","5PM"
"8934","4","9AM","5PM"
"8934","5","9AM","5PM"
"8934","6","6AM","6PM"
"8934","7","6AM","6PM"
"8936","1","12PM","5PM"
"8936","2","9AM","6PM"
"8936","3","9AM","6PM"
"8936","4","9AM","6PM"
"8936","5","9AM","6PM"
"8936","6","9AM","6PM"
"8936","7","10AM","5PM"
"8937","3","11AM","7PM"
"8937","4","11AM","7PM"
"8937","5","11AM","7PM"
"8937","6","11AM","7PM"
"8937","7","11AM","7PM"
"8939","1","6AM","7PM"
"8939","2","6AM","7PM"
"8939","3","6AM","7PM"
"8939","4","6AM","7PM"
"8939","5","6AM","7PM"
"8939","6","6AM","7PM"
"8939","7","6AM","7PM"
"8940","2","9AM","5PM"
"8940","3","9AM","5PM"
"8940","4","9AM","5PM"
"8940","5","9AM","5PM"
"8940","6","9AM","5PM"
"8940","7","9AM","2PM"
"8941","2","7AM","6PM"
"8941","3","7AM","6PM"
"8941","4","7AM","6PM"
"8941","5","7AM","6PM"
"8941","6","7AM","6PM"
"8941","7","8AM","4PM"
"8942","2","11AM","9PM"
"8942","3","11AM","9PM"
"8942","4","11AM","9PM"
"8942","5","11AM","9PM"
"8942","6","11AM","2AM"
"8942","7","12PM","2AM"
"8947","1","11AM","5PM"
"8947","2","9AM","7PM"
"8947","3","9AM","7PM"
"8947","4","9AM","7PM"
"8947","5","9AM","7PM"
"8947","6","9AM","7PM"
"8947","7","9AM","7PM"
"8949","1","6AM","7PM"
"8949","2","6AM","10PM"
"8949","3","6AM","10PM"
"8949","4","6AM","10PM"
"8949","5","6AM","10PM"
"8949","6","6AM","10PM"
"8949","7","6AM","7PM"
"8951","1","6AM","12AM"
"8951","2","6AM","12AM"
"8951","3","6AM","12AM"
"8951","4","6AM","12AM"
"8951","5","6AM","12AM"
"8951","6","6AM","12AM"
"8951","7","6AM","12AM"
"8953","2","5PM","10PM"
"8953","3","5PM","10PM"
"8953","4","5PM","10PM"
"8953","5","5PM","10PM"
"8953","6","5PM","12AM"
"8953","7","5PM","12AM"
"8955","2","11AM","2PM"
"8955","3","11AM","2PM"
"8955","4","11AM","2PM"
"8955","5","5PM","9PM"
"8955","6","5PM","9PM"
"8955","7","4PM","10PM"
"8956","1","11AM","6PM"
"8956","2","10AM","9PM"
"8956","3","10AM","9PM"
"8956","4","10AM","9PM"
"8956","5","10AM","9PM"
"8956","6","10AM","9PM"
"8956","7","10AM","9PM"
"8960","1","8PM","3AM"
"8960","2","9AM","5PM"
"8960","3","11AM","10PM"
"8960","4","8PM","3AM"
"8960","5","8PM","3AM"
"8960","6","8PM","3AM"
"8960","7","8PM","3AM"
"8963","2","11AM","6PM"
"8963","3","11AM","6PM"
"8963","4","9AM","5PM"
"8963","5","11AM","6PM"
"8963","6","9AM","5PM"
"8965","1","8AM","10PM"
"8965","2","8AM","11PM"
"8965","3","8AM","11PM"
"8965","4","8AM","11PM"
"8965","5","8AM","11PM"
"8965","6","8AM","11PM"
"8965","7","8AM","11PM"
"8966","1","12PM","8PM"
"8966","2","11AM","9PM"
"8966","3","11AM","9PM"
"8966","4","11AM","9PM"
"8966","5","11AM","9PM"
"8966","6","11AM","10PM"
"8966","7","11AM","10PM"
"8967","1","4PM","9PM"
"8967","2","4PM","9PM"
"8967","3","4PM","9PM"
"8967","4","4PM","9PM"
"8967","5","4PM","9PM"
"8967","6","4PM","9PM"
"8967","7","4PM","9PM"
"8968","1","12PM","5PM"
"8968","2","9AM","8PM"
"8968","3","9AM","8PM"
"8968","4","9AM","8PM"
"8968","5","9AM","8PM"
"8968","6","9AM","5PM"
"8972","1","8AM","4PM"
"8972","2","8AM","8PM"
"8972","3","8AM","8PM"
"8972","4","8AM","8PM"
"8972","5","8AM","8PM"
"8972","6","8AM","8PM"
"8972","7","8AM","8PM"
"8973","2","7AM","3PM"
"8973","3","7AM","3PM"
"8973","4","7AM","3PM"
"8973","5","7AM","3PM"
"8973","6","7AM","3PM"
"8973","7","8AM","2PM"
"8977","1","9AM","9PM"
"8977","2","9AM","10PM"
"8977","3","9AM","10PM"
"8977","4","9AM","11PM"
"8977","5","9AM","10PM"
"8977","6","9AM","11PM"
"8977","7","8AM","11PM"
"8978","1","6AM","2PM"
"8978","2","6AM","2PM"
"8978","3","6AM","2PM"
"8978","4","6AM","2PM"
"8978","5","6AM","2PM"
"8978","6","6AM","2PM"
"8978","7","6AM","2PM"
"8981","2","10AM","8PM"
"8981","3","10AM","8PM"
"8981","4","10AM","8PM"
"8981","5","10AM","8PM"
"8981","6","10AM","9PM"
"8981","7","10AM","9PM"
"8984","2","11AM","7PM"
"8984","3","11AM","7PM"
"8984","4","11AM","7PM"
"8984","5","11AM","7PM"
"8984","6","11AM","7PM"
"8984","7","11AM","7PM"
"8985","1","11AM","5PM"
"8985","2","9AM","6PM"
"8985","3","9AM","6PM"
"8985","4","9AM","6PM"
"8985","5","9AM","6PM"
"8985","6","9AM","6PM"
"8985","7","9AM","6PM"
"8987","1","12AM","12AM"
"8987","2","12AM","12AM"
"8987","3","12AM","12AM"
"8987","4","12AM","12AM"
"8987","5","12AM","12AM"
"8987","6","12AM","12AM"
"8987","7","12AM","12AM"
"8994","1","6AM","6AM"
"8994","2","6AM","6AM"
"8994","3","6AM","6AM"
"8994","4","6AM","6AM"
"8994","5","6AM","6AM"
"8994","6","6AM","6AM"
"8994","7","6AM","6AM"
"8995","1","11AM","8PM"
"8995","2","10AM","3PM"
"8995","3","10AM","3PM"
"8995","4","10AM","3PM"
"8995","5","10AM","3PM"
"8995","6","10AM","3PM"
"8995","7","10AM","1PM"
"8996","2","9AM","2PM"
"8996","3","9AM","2PM"
"8996","4","9AM","2PM"
"8996","5","9AM","6PM"
"8996","6","9AM","3PM"
"8996","7","9AM","1PM"
"8997","3","8AM","7PM"
"8999","1","5AM","10PM"
"8999","2","5AM","10PM"
"8999","3","5AM","10PM"
"8999","4","5AM","10PM"
"8999","5","5AM","10PM"
"8999","6","5AM","10PM"
"8999","7","5AM","10PM"
"9004","1","11AM","8PM"
"9004","2","11AM","8PM"
"9004","3","11AM","8PM"
"9004","4","11AM","8PM"
"9004","5","11AM","8PM"
"9004","6","11AM","9PM"
"9004","7","11AM","9PM"
"9006","2","8AM","5PM"
"9006","3","8AM","5PM"
"9006","4","8AM","5PM"
"9006","5","8AM","5PM"
"9006","6","8AM","5PM"
"9009","1","11AM","9PM"
"9009","6","6PM","10PM"
"9009","7","12PM","10PM"
"9012","1","6AM","11PM"
"9012","2","6AM","11PM"
"9012","3","6AM","11PM"
"9012","4","6AM","11PM"
"9012","5","6AM","11PM"
"9012","6","6AM","11PM"
"9012","7","6AM","11PM"
"9014","1","6AM","10PM"
"9014","2","6AM","10PM"
"9014","3","6AM","10PM"
"9014","4","6AM","10PM"
"9014","5","6AM","10PM"
"9014","6","6AM","10PM"
"9014","7","6AM","10PM"
"9017","2","9AM","5PM"
"9017","3","9AM","5PM"
"9017","4","9AM","5PM"
"9017","5","9AM","5PM"
"9017","6","9AM","5PM"
"9018","1","11AM","2AM"
"9018","2","11AM","12AM"
"9018","3","11AM","2AM"
"9018","4","11AM","2AM"
"9018","5","11AM","2AM"
"9018","6","11AM","2AM"
"9018","7","11AM","2AM"
"9019","1","6AM","10PM"
"9019","2","6AM","10PM"
"9019","3","6AM","10PM"
"9019","4","6AM","10PM"
"9019","5","6AM","10PM"
"9019","6","6AM","10PM"
"9019","7","6AM","10PM"
"9022","2","7AM","4PM"
"9022","3","7AM","4PM"
"9022","4","7AM","4PM"
"9022","5","7AM","4PM"
"9022","6","7AM","4PM"
"9022","7","10AM","2PM"
"9026","1","5PM","10PM"
"9026","2","11AM","10PM"
"9026","3","11AM","10PM"
"9026","4","11AM","10PM"
"9026","5","11AM","10PM"
"9026","6","11AM","5PM"
"9026","7","5PM","11PM"
"9028","2","7AM","5PM"
"9028","3","7AM","5PM"
"9028","4","7AM","5PM"
"9028","5","7AM","5PM"
"9028","6","7AM","5PM"
"9029","1","4PM","9PM"
"9029","2","4PM","10PM"
"9029","3","4PM","10PM"
"9029","4","4PM","10PM"
"9029","5","4PM","10PM"
"9029","6","4PM","10PM"
"9029","7","4PM","10PM"
"9031","1","3PM","11PM"
"9031","2","3PM","11PM"
"9031","3","3PM","11PM"
"9031","4","3PM","11PM"
"9031","5","3PM","1AM"
"9031","6","3PM","1AM"
"9031","7","3PM","1AM"
"9037","1","9AM","9PM"
"9037","2","11AM","8PM"
"9037","3","11AM","8PM"
"9037","4","11AM","8PM"
"9037","5","11AM","8PM"
"9037","6","11AM","9PM"
"9037","7","11AM","9PM"
"9038","2","7AM","7PM"
"9038","3","7AM","12PM"
"9038","4","7AM","7PM"
"9038","5","7AM","6PM"
"9038","6","7AM","7PM"
"9040","3","11AM","7PM"
"9040","4","11AM","7PM"
"9040","5","11AM","7PM"
"9040","6","11AM","7PM"
"9040","7","11AM","7PM"
"9042","1","12PM","9PM"
"9042","2","11AM","9PM"
"9042","3","11AM","9PM"
"9042","4","11AM","9PM"
"9042","5","11AM","9PM"
"9042","6","11AM","10PM"
"9042","7","11AM","10PM"
"9044","2","9AM","7PM"
"9044","3","9AM","7PM"
"9044","4","9AM","7PM"
"9044","5","9AM","7PM"
"9044","6","9AM","7PM"
"9044","7","9AM","7PM"
"9046","2","9AM","7PM"
"9046","3","9AM","7PM"
"9046","4","9AM","7PM"
"9046","5","9AM","7PM"
"9046","6","9AM","7PM"
"9046","7","10AM","5PM"
"9049","1","5AM","8PM"
"9049","2","5AM","8PM"
"9049","3","5AM","8PM"
"9049","4","5AM","8PM"
"9049","5","5AM","8PM"
"9049","6","5AM","8PM"
"9049","7","5AM","8PM"
"9051","1","8AM","10PM"
"9051","2","8AM","10PM"
"9051","3","8AM","10PM"
"9051","4","8AM","10PM"
"9051","5","8AM","10PM"
"9051","6","8AM","10PM"
"9051","7","8AM","10PM"
"9052","1","6AM","5AM"
"9052","2","6AM","5AM"
"9052","3","6AM","5AM"
"9052","4","6AM","5AM"
"9052","5","6AM","5AM"
"9052","6","6AM","5AM"
"9052","7","6AM","5AM"
"9055","2","6AM","9PM"
"9055","3","6AM","9PM"
"9055","4","6AM","9PM"
"9055","5","6AM","9PM"
"9055","6","6AM","9PM"
"9055","7","6AM","9PM"
"9056","2","8AM","5PM"
"9056","3","8AM","5PM"
"9056","4","8AM","5PM"
"9056","5","8AM","5PM"
"9057","1","11AM","12AM"
"9057","2","11AM","12AM"
"9057","3","11AM","12AM"
"9057","4","11AM","12AM"
"9057","5","11AM","12AM"
"9057","6","11AM","12AM"
"9057","7","11AM","12AM"
"9061","1","8AM","9PM"
"9061","2","6AM","9PM"
"9061","3","6AM","9PM"
"9061","4","6AM","9PM"
"9061","5","6AM","9PM"
"9061","6","6AM","9PM"
"9061","7","7AM","9PM"
"9062","2","7AM","4PM"
"9062","3","7AM","4PM"
"9062","4","7AM","4PM"
"9062","5","7AM","4PM"
"9063","2","11AM","8PM"
"9063","3","11AM","8PM"
"9063","4","11AM","8PM"
"9063","5","11AM","8PM"
"9063","6","11AM","9PM"
"9063","7","11AM","8PM"
"9066","1","10AM","5PM"
"9066","2","10AM","5PM"
"9066","3","10AM","5PM"
"9066","4","10AM","5PM"
"9066","5","10AM","5PM"
"9066","6","10AM","5PM"
"9066","7","10AM","5PM"
"9067","1","8AM","10PM"
"9067","2","8AM","10PM"
"9067","3","8AM","10PM"
"9067","4","8AM","10PM"
"9067","5","8AM","10PM"
"9067","6","8AM","10PM"
"9067","7","8AM","10PM"
"9068","1","12PM","7PM"
"9068","2","12PM","7PM"
"9068","3","12PM","7PM"
"9068","4","12PM","7PM"
"9068","5","12PM","7PM"
"9068","6","12PM","7PM"
"9068","7","12PM","7PM"
"9069","1","10AM","5PM"
"9069","2","9AM","7PM"
"9069","3","9AM","7PM"
"9069","4","9AM","7PM"
"9069","5","9AM","7PM"
"9069","6","9AM","7PM"
"9069","7","9AM","6PM"
"9070","1","9AM","5PM"
"9070","2","9AM","5PM"
"9070","3","9AM","5PM"
"9070","4","9AM","5PM"
"9070","5","9AM","5PM"
"9070","6","9AM","5PM"
"9070","7","9AM","5PM"
"9075","1","12AM","11PM"
"9075","2","12AM","11PM"
"9075","3","12AM","11PM"
"9075","4","12AM","11PM"
"9075","5","12AM","11PM"
"9075","6","12AM","11PM"
"9075","7","12AM","11PM"
"9078","1","9AM","11PM"
"9078","2","11AM","11PM"
"9078","3","11AM","11PM"
"9078","4","11AM","11PM"
"9078","5","11AM","2AM"
"9078","6","11AM","2AM"
"9078","7","9AM","2AM"
"9079","1","4PM","12AM"
"9079","2","4PM","12AM"
"9079","3","4PM","12AM"
"9079","4","4PM","12AM"
"9079","5","4PM","12AM"
"9079","6","4PM","2AM"
"9079","7","4PM","2AM"
"9080","1","4PM","10PM"
"9080","2","4PM","11PM"
"9080","3","4PM","11PM"
"9080","4","4PM","11PM"
"9080","5","4PM","11PM"
"9080","6","4PM","11PM"
"9080","7","4PM","11PM"
"9083","1","1PM","6PM"
"9083","6","6PM","11PM"
"9083","7","1PM","11PM"
"9085","1","10AM","2AM"
"9085","2","10AM","2AM"
"9085","3","10AM","2AM"
"9085","4","10AM","2AM"
"9085","5","10AM","2AM"
"9085","6","10AM","2AM"
"9085","7","10AM","2AM"
"9090","1","7AM","5PM"
"9090","2","7AM","5PM"
"9090","3","7AM","5PM"
"9090","4","7AM","5PM"
"9090","5","7AM","5PM"
"9090","6","7AM","5PM"
"9090","7","7AM","5PM"
"9093","1","1PM","12AM"
"9093","2","5PM","12AM"
"9093","3","5PM","12AM"
"9093","4","5PM","12AM"
"9093","5","5PM","12AM"
"9093","6","5PM","2AM"
"9093","7","1PM","2AM"
"9094","1","6AM","11AM"
"9094","2","4PM","8PM"
"9094","3","4PM","8PM"
"9094","4","8AM","2PM"
"9094","5","8AM","2PM"
"9094","6","8AM","2PM"
"9094","7","6AM","11AM"
"9096","2","9AM","5PM"
"9096","3","9AM","5PM"
"9096","4","9AM","5PM"
"9096","5","9AM","5PM"
"9096","6","9AM","5PM"
"9096","7","9AM","5PM"
"9099","1","10AM","5PM"
"9099","2","10AM","6PM"
"9099","3","10AM","6PM"
"9099","4","10AM","6PM"
"9099","5","10AM","6PM"
"9099","6","10AM","6PM"
"9099","7","9AM","6PM"
"9101","2","8AM","5PM"
"9101","3","8AM","5PM"
"9101","4","8AM","5PM"
"9101","5","8AM","5PM"
"9101","6","8AM","5PM"
"9105","1","11AM","9PM"
"9105","2","11AM","9PM"
"9105","3","11AM","9PM"
"9105","4","11AM","9PM"
"9105","5","11AM","9PM"
"9105","6","11AM","9PM"
"9105","7","11AM","9PM"
"9110","1","8AM","10PM"
"9110","2","8AM","11PM"
"9110","3","8AM","11PM"
"9110","4","8AM","11PM"
"9110","5","8AM","11PM"
"9110","6","8AM","11PM"
"9110","7","8AM","11PM"
"9115","1","10AM","10PM"
"9115","2","10AM","10PM"
"9115","3","10AM","10PM"
"9115","4","10AM","10PM"
"9115","5","10AM","10PM"
"9115","6","10AM","10PM"
"9115","7","10AM","10PM"
"9117","1","11AM","9PM"
"9117","2","11AM","9PM"
"9117","3","11AM","9PM"
"9117","4","11AM","9PM"
"9117","5","11AM","9PM"
"9117","6","11AM","9PM"
"9117","7","11AM","9PM"
"9119","1","6AM","8PM"
"9119","2","6AM","8PM"
"9119","3","6AM","8PM"
"9119","4","6AM","8PM"
"9119","5","6AM","8PM"
"9119","6","6AM","8PM"
"9119","7","6AM","8PM"
"9123","1","10AM","9PM"
"9123","2","10AM","9PM"
"9123","3","10AM","9PM"
"9123","4","10AM","9PM"
"9123","5","10AM","9PM"
"9123","6","10AM","10PM"
"9123","7","10AM","10PM"
"9124","2","11AM","6PM"
"9124","4","11AM","6PM"
"9124","6","10AM","5PM"
"9128","1","11AM","6PM"
"9128","2","10AM","7PM"
"9128","3","10AM","7PM"
"9128","4","10AM","7PM"
"9128","5","10AM","7PM"
"9128","6","10AM","8PM"
"9128","7","10AM","7PM"
"9129","1","11AM","2PM"
"9129","2","11AM","2PM"
"9129","3","11AM","2PM"
"9129","4","4PM","8PM"
"9129","5","4PM","9PM"
"9129","6","4PM","10PM"
"9129","7","11AM","2PM"
"9130","1","10AM","7PM"
"9130","2","9AM","9PM"
"9130","3","9AM","9PM"
"9130","4","9AM","9PM"
"9130","5","9AM","9PM"
"9130","6","9AM","9PM"
"9130","7","9AM","9PM"
"9132","1","11AM","12AM"
"9132","2","11AM","12AM"
"9132","3","11AM","12AM"
"9132","4","11AM","12AM"
"9132","5","11AM","12AM"
"9132","6","11AM","2AM"
"9132","7","11AM","2AM"
"9134","1","8AM","10PM"
"9134","2","9AM","9PM"
"9134","3","7AM","10PM"
"9134","4","7AM","10PM"
"9134","5","7AM","10PM"
"9134","6","7AM","10PM"
"9134","7","7AM","10PM"
"9135","3","2PM","7PM"
"9135","4","2PM","7PM"
"9135","5","11AM","8PM"
"9135","6","11AM","8PM"
"9135","7","11AM","8PM"
"9137","1","11AM","9PM"
"9137","2","10AM","9PM"
"9137","3","10AM","9PM"
"9137","4","10AM","9PM"
"9137","5","10AM","9PM"
"9137","6","10AM","10PM"
"9137","7","10AM","10PM"
"9138","1","9AM","6PM"
"9138","2","9AM","8PM"
"9138","3","9AM","8PM"
"9138","4","9AM","8PM"
"9138","5","9AM","8PM"
"9138","6","9AM","9PM"
"9138","7","8AM","7PM"
"9142","2","7AM","7PM"
"9142","3","7AM","7PM"
"9142","4","7AM","7PM"
"9142","5","7AM","7PM"
"9142","6","7AM","7PM"
"9142","7","7AM","12AM"
"9148","1","12PM","10PM"
"9148","2","11AM","11PM"
"9148","3","11AM","11PM"
"9148","4","11AM","11PM"
"9148","5","11AM","12AM"
"9148","6","11AM","12AM"
"9148","7","12PM","12AM"
"9151","2","9AM","5PM"
"9151","3","9AM","5PM"
"9151","4","9AM","5PM"
"9151","5","9AM","5PM"
"9151","6","9AM","5PM"
"9151","7","9AM","5PM"
"9152","2","9AM","6PM"
"9152","3","9AM","6PM"
"9152","4","9AM","6PM"
"9152","5","9AM","6PM"
"9152","6","9AM","6PM"
"9152","7","10AM","3PM"
"9155","2","9AM","5PM"
"9155","3","9AM","5PM"
"9155","4","9AM","5PM"
"9155","5","9AM","5PM"
"9155","6","9AM","5PM"
"9161","1","9AM","6PM"
"9161","2","8AM","9PM"
"9161","3","8AM","9PM"
"9161","4","8AM","9PM"
"9161","5","8AM","9PM"
"9161","6","8AM","9PM"
"9161","7","9AM","6PM"
"9162","1","11AM","12AM"
"9162","2","11AM","12AM"
"9162","3","11AM","12AM"
"9162","4","11AM","12AM"
"9162","5","11AM","12AM"
"9162","6","11AM","1AM"
"9162","7","11AM","1AM"
"9164","2","8AM","5PM"
"9164","3","8AM","5PM"
"9164","4","8AM","5PM"
"9164","5","8AM","5PM"
"9164","6","8AM","5PM"
"9171","1","9AM","9PM"
"9171","2","11AM","7PM"
"9171","3","9AM","8PM"
"9171","4","9AM","8PM"
"9171","5","9AM","8PM"
"9171","6","9AM","8PM"
"9171","7","9AM","9PM"
"9172","1","12PM","9PM"
"9172","2","11AM","9PM"
"9172","3","11AM","9PM"
"9172","4","11AM","9PM"
"9172","5","11AM","9PM"
"9172","6","11AM","9PM"
"9172","7","11AM","9PM"
"9173","2","11AM","7PM"
"9173","3","11AM","7PM"
"9173","4","11AM","7PM"
"9173","5","11AM","7PM"
"9173","6","11AM","7PM"
"9175","2","7AM","3PM"
"9175","3","7AM","3PM"
"9175","4","7AM","3PM"
"9175","5","7AM","3PM"
"9175","6","7AM","3PM"
"9175","7","7AM","3PM"
"9176","1","11AM","9PM"
"9176","2","10AM","9PM"
"9176","3","10AM","9PM"
"9176","4","10AM","9PM"
"9176","5","10AM","9PM"
"9176","6","10AM","10PM"
"9176","7","10AM","10PM"
"9178","1","11AM","10PM"
"9178","2","11AM","10PM"
"9178","3","11AM","10PM"
"9178","4","11AM","10PM"
"9178","5","11AM","10PM"
"9178","6","11AM","10PM"
"9178","7","11AM","10PM"
"9180","1","12AM","12PM"
"9180","2","12AM","12PM"
"9180","3","12AM","12PM"
"9180","4","12AM","12PM"
"9180","5","12AM","12PM"
"9180","6","12AM","12PM"
"9180","7","12AM","12PM"
"9190","1","6AM","12AM"
"9190","2","6AM","12AM"
"9190","3","6AM","12AM"
"9190","4","6AM","12AM"
"9190","5","6AM","12AM"
"9190","6","6AM","12AM"
"9190","7","6AM","12AM"
"9191","1","10AM","4PM"
"9191","2","8AM","6PM"
"9191","3","8AM","6PM"
"9191","4","8AM","6PM"
"9191","5","8AM","6PM"
"9191","6","8AM","6PM"
"9191","7","8AM","6PM"
"9192","1","12PM","12AM"
"9192","2","9AM","4PM"
"9192","3","9AM","4PM"
"9192","4","9AM","4PM"
"9192","5","9AM","4PM"
"9192","6","12PM","12AM"
"9192","7","12PM","12AM"
"9193","2","7AM","7PM"
"9193","3","7AM","7PM"
"9193","4","7AM","7PM"
"9193","5","7AM","7PM"
"9193","6","7AM","7PM"
"9193","7","8AM","5PM"
"9194","1","9AM","8PM"
"9194","2","8AM","8PM"
"9194","3","8AM","8PM"
"9194","4","8AM","8PM"
"9194","5","8AM","8PM"
"9194","6","8AM","8PM"
"9194","7","8AM","8PM"
"9195","1","7AM","7PM"
"9195","2","7AM","7PM"
"9195","3","7AM","7PM"
"9195","4","7AM","7PM"
"9195","5","7AM","7PM"
"9195","6","7AM","7PM"
"9195","7","7AM","7PM"
"9196","2","9AM","6PM"
"9196","3","9AM","6PM"
"9196","4","9AM","6PM"
"9196","5","9AM","6PM"
"9196","6","9AM","6PM"
"9196","7","9AM","6PM"
"9197","1","5AM","11PM"
"9197","2","5AM","11PM"
"9197","3","5AM","11PM"
"9197","4","5AM","11PM"
"9197","5","5AM","11PM"
"9197","6","5AM","11PM"
"9197","7","5AM","11PM"
"9198","2","8AM","5PM"
"9198","3","8AM","5PM"
"9198","4","8AM","5PM"
"9198","5","8AM","5PM"
"9198","6","8AM","5PM"
"9198","7","8AM","4PM"
"9201","1","9AM","6PM"
"9201","2","9AM","6PM"
"9201","3","9AM","6PM"
"9201","4","9AM","6PM"
"9201","5","9AM","6PM"
"9201","6","9AM","6PM"
"9201","7","9AM","6PM"
"9202","1","10AM","6PM"
"9202","2","9AM","9PM"
"9202","3","9AM","9PM"
"9202","4","9AM","9PM"
"9202","5","9AM","9PM"
"9202","6","9AM","9PM"
"9202","7","9AM","9PM"
"9206","1","11AM","10PM"
"9206","2","4PM","10PM"
"9206","3","4PM","10PM"
"9206","4","4PM","10PM"
"9206","5","4PM","10PM"
"9206","6","3PM","11PM"
"9206","7","11AM","11PM"
"9209","3","9AM","6PM"
"9209","4","9AM","6PM"
"9209","5","9AM","6PM"
"9209","6","9AM","8PM"
"9209","7","9AM","8PM"
"9212","2","11AM","7PM"
"9212","3","11AM","7PM"
"9212","4","11AM","7PM"
"9212","5","11AM","7PM"
"9212","6","11AM","7PM"
"9212","7","11AM","7PM"
"9213","1","9AM","2AM"
"9213","2","11AM","2AM"
"9213","3","11AM","2AM"
"9213","4","11AM","2AM"
"9213","5","11AM","2AM"
"9213","6","11AM","2AM"
"9213","7","9AM","2AM"
"9215","1","11AM","9PM"
"9215","2","11AM","9PM"
"9215","3","11AM","9PM"
"9215","4","11AM","9PM"
"9215","5","11AM","9PM"
"9215","6","11AM","9PM"
"9215","7","11AM","9PM"
"9216","1","11AM","7PM"
"9216","2","10AM","9PM"
"9216","3","10AM","9PM"
"9216","4","10AM","9PM"
"9216","5","10AM","9PM"
"9216","6","10AM","9PM"
"9216","7","10AM","9PM"
"9219","3","8AM","5PM"
"9219","4","8AM","5PM"
"9219","5","8AM","5PM"
"9219","6","8AM","5PM"
"9219","7","8AM","12PM"
"9220","1","4PM","9PM"
"9220","2","11AM","9PM"
"9220","3","11AM","9PM"
"9220","4","11AM","9PM"
"9220","5","11AM","9PM"
"9220","6","11AM","9PM"
"9220","7","11AM","9PM"
"9222","2","9AM","5PM"
"9222","3","9AM","5PM"
"9222","4","9AM","5PM"
"9222","5","9AM","5PM"
"9222","6","9AM","5PM"
"9223","1","9AM","12PM"
"9223","2","6AM","2PM"
"9223","3","7AM","12PM"
"9223","4","7AM","12PM"
"9223","5","7AM","12PM"
"9223","6","7AM","12PM"
"9223","7","8AM","12PM"
"9230","2","2PM","6PM"
"9230","3","8AM","12PM"
"9230","4","2PM","6PM"
"9230","5","8AM","12PM"
"9231","2","9AM","5PM"
"9231","3","7AM","4PM"
"9231","4","7AM","2PM"
"9231","5","7AM","3PM"
"9234","2","10AM","5PM"
"9234","3","10AM","5PM"
"9234","4","10AM","5PM"
"9234","5","10AM","5PM"
"9234","6","10AM","5PM"
"9234","7","10AM","5PM"
"9237","2","10AM","9PM"
"9237","3","10AM","9PM"
"9237","4","10AM","9PM"
"9237","5","10AM","9PM"
